Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Log_Return,MA_5,MA_10,MA_20,MA_50,Volatility_5d,Volatility_20d,Price_Momentum_5d,Price_Momentum_20d,Volume_MA_10,Volume_Ratio,High_20d,Low_20d,Price_Position,compound,pos,neg,neu,score,num_comments
2025-10-20,607.1400146484375,612.7999877929688,607.0700073242188,611.5399780273438,45761700,0.0,0.0,0.0,0.0126007740033668,0.0125220449256558,603.135986328125,603.3839965820313,601.8304962158203,587.7326928710937,0.008054056852508,0.0111142275343218,0.0158302488449135,0.0155097403370718,63865500.0,0.7165324001221317,613.1799926757812,588.5,0.933548819483773,0.9634,0.195,0.0,0.805,3,1
2025-10-21,611.6400146484375,612.719970703125,609.3200073242188,611.3800048828125,44538200,0.0,0.0,0.0,-0.000261590656832,-0.0002616248776359,605.8119873046875,604.07099609375,602.4894958496094,588.5165600585938,0.0064494323445671,0.0109792331047149,0.0223745901050376,0.0220327522681824,62498370.0,0.7126297853848028,613.1799926757812,588.5,0.9270669235353908,0.7911,0.08966666666666667,0.021666666666666667,0.8883333333333333,1,26
2025-10-22,610.8200073242188,611.4099731445312,599.739990234375,605.489990234375,61478800,0.0,0.0,0.0,-0.0096339667659992,-0.0096806736475998,606.4659912109375,603.4759948730468,602.9589965820312,589.0387939453125,0.0086932829924532,0.0111991592419911,0.0054299420316998,0.0157524157574533,63583270.0,0.966902142654821,613.1799926757812,588.5,0.6884114779761449,0.4054333333333333,0.12283333333333334,0.018,0.8588333333333332,788,211
2025-10-23,604.9099731445312,611.3699951171875,604.52001953125,610.5800170898438,42844300,0.0,0.0,0.0,0.0084064591282482,0.0083713216346442,608.5839965820312,603.4639953613281,603.8114959716797,589.6570336914062,0.0087026841829002,0.0112520926965876,0.0176503392187126,0.0287264113884295,63312600.0,0.6767104810100991,613.1799926757812,589.0499877929688,0.8922513443920009,0.47070000000000006,0.08900000000000001,0.036166666666666666,0.8744999999999999,13,30
2025-10-24,615.989990234375,618.4199829101562,615.1300048828125,617.0999755859375,47632500,0.0,0.0,0.0,0.0106783031111454,0.010621692678134,611.2179931640625,606.2239929199219,604.8679962158203,590.4146618652344,0.0092384431564233,0.0114274409153883,0.0218071350485593,0.0354548147080016,58314370.0,0.816822680241594,618.4199829101562,589.0499877929688,0.955055922925698,0.47425,0.08499999999999999,0.0365,0.8785,851,417
2025-10-27,624.52001953125,628.5499877929688,624.030029296875,628.0900268554688,54098600,0.0,0.0,0.0,0.0178091908998963,0.0176524652948185,614.5280029296875,608.8319946289063,606.3359985351562,591.4430322265625,0.0105943506642098,0.0119661252805205,0.0270629058160853,0.0490372076636826,57136970.0,0.94682304644436,628.5499877929688,589.0499877929688,0.9883554193037974,0.40744285714285716,0.14885714285714285,0.10071428571428573,0.7502857142857142,2685,663
2025-10-28,630.3599853515625,634.6799926757812,629.25,632.9199829101562,61195700,0.0,0.0,0.0,0.0076899104398595,0.0076604937899282,618.8359985351562,612.3239929199219,607.9634979248046,592.57259765625,0.0101181887421715,0.0120231645306468,0.0352317345273214,0.0542165465591184,56336220.0,1.086258538467792,634.6799926757812,589.0499877929688,0.9614286746156376,0.21693076923076923,0.07015384615384615,0.031000000000000003,0.8989230769230769,331,213
2025-10-29,635.5900268554688,637.010009765625,630.25,635.77001953125,67422800,0.0,0.0,0.0,0.0045029967421621,0.0044928885856365,624.8920043945312,615.6789978027343,609.5894989013672,593.9155810546876,0.0049842181911897,0.0120206609281876,0.0500091327441336,0.053908030719022,56797950.0,1.1870639697383445,637.010009765625,589.0499877929688,0.9741453363995128,0.9125285714285714,0.12599999999999997,0.031,0.8427142857142857,184,119
2025-10-30,632.1699829101562,633.5,625.9400024414062,626.0499877929688,61628600,0.0,0.0,0.0,-0.0152885971965897,-0.0154066728183687,627.9859985351562,618.2849975585938,610.6054992675781,595.1316857910156,0.0124036043378117,0.0126660127959965,0.0253365165418584,0.03354631267961,55862610.0,1.1032173398271223,637.010009765625,589.0499877929688,0.7714758767436563,0.47780000000000006,0.0882,0.0373,0.8746,260,225
2025-10-31,634.1699829101562,634.2000122070312,626.6900024414062,629.0700073242188,66271900,0.0,0.0,0.0,0.004823927146611,0.0048123292932311,630.3800048828125,620.7989990234375,611.9,596.4605297851563,0.0120129954765315,0.0126040474018497,0.0193972325584936,0.0429225354998699,55287310.0,1.1986819398520203,637.010009765625,589.0499877929688,0.8344453960856579,0.6853625,0.1105,0.027,0.862375,405,323
2025-11-03,635.1199951171875,635.8200073242188,629.8499755859375,631.8856201171875,28441031,0.0,0.0,0.0,0.0044758337866799,0.0044658470309212,631.1391235351563,622.8335632324219,613.1087799072266,597.6720886230469,0.0093375340492209,0.0125546695508443,0.006043072011064,0.0397814702249867,53555243.1,0.5310596937613378,637.010009765625,589.0499877929688,0.8931528919782584,-0.0403,0.0988,0.1012,0.7998000000000001,17,29
